city_code,total_credit,total_debit,regular_charges,penalty_charges,total_amount_payed_online,total_td_accounts_amount,total_loan_accounts_amount,total_td_account_count,total_loan_account_count,customer_goodness,age,customer_name
6,33456,6237,166,97,30966,10951,33960,2,2,57,30,Unique Xerus 905
8,7294,41149,14,153,33817,20762,40854,2,2,36,21,Fancy Falcon 848
4,74892,3145,134,184,49637,20180,38744,4,1,80,56,Proud Zebra 699
10,88250,4739,440,88,10364,2177,36398,4,1,74,30,Jolly Wolf 879
10,2682,22128,216,181,34622,22222,35131,3,2,39,30,Optimistic Panda 514
1,65592,49990,85,176,33706,19792,33294,2,1,52,50,Gentle Unicorn 313
6,56727,5798,357,186,4951,5423,38197,4,2,59,21,Eager Horse 331
5,90634,19283,440,183,11660,14240,15283,1,1,59,50,Inventive Unicorn 557
2,68851,5395,452,62,21762,9555,22283,3,2,63,30,Delightful Lion 292
1,42440,22339,160,10,11679,13052,12788,3,2,39,50,Quiet Dragon 432
1,58241,17397,200,180,27060,3772,31317,3,1,61,50,Energetic Falcon 786
1,13594,31596,262,80,20424,16061,38333,2,1,37,30,Merry Bear 631
5,17053,47824,83,125,10860,10724,21090,4,2,23,56,Gentle Koala 448
10,23160,10261,17,66,8004,5263,12048,1,1,36,40,Jolly Dragon 524
5,48826,34149,73,98,43570,24728,8731,3,1,45,56,Witty Cheetah 146
1,27416,47457,443,154,19630,6850,21889,3,1,32,21,Thoughtful Squirrel 415
9,10954,40017,113,167,33689,20158,37873,3,2,37,56,Vibrant Zebra 545
8,52332,43344,14,90,38838,15894,30031,1,2,51,30,Xenial Squirrel 631
2,70085,21291,41,130,36562,7657,18772,4,2,62,50,Noble Rabbit 463
9,10547,48659,19,167,36964,9654,37993,4,2,37,21,Noble Vulture 585
10,73166,12014,80,165,47346,17996,13167,4,2,67,21,Brave Narwhal 25
7,3343,9453,250,106,27498,17479,48358,2,2,47,21,Rational Artist 191
5,70195,46933,480,169,45753,22049,34325,1,2,59,50,Youthful Monkey 713
9,95355,17210,290,136,3909,22454,40191,3,2,66,56,Eager Quokka 725
10,46220,26095,299,75,16070,4841,17433,3,1,44,50,Witty Zebra 305
7,7523,36414,226,158,31864,25648,31353,2,2,32,40,Zealous Jaguar 176
5,28986,49764,266,78,48357,6414,24875,2,1,44,21,Quiet Bear 963
8,15604,8672,274,13,42915,3634,47010,1,1,61,30,Quiet Zebra 794
1,50593,38976,245,183,16981,9369,31078,1,2,46,50,Quiet Squirrel 805
5,18900,13058,265,188,24110,21874,41556,2,2,47,21,Noble Lion 814
4,99642,18964,386,196,7896,4334,27675,3,1,68,50,Fancy Zebra 814
5,42537,27714,416,131,41581,7701,43424,2,2,61,50,Thoughtful Narwhal 615
10,39347,5427,48,137,38852,23444,25211,2,2,57,56,Calm Yak 475
10,7352,45135,55,17,21847,7582,13014,2,1,23,50,Gentle Zebra 919
7,60260,23899,341,151,21715,26050,6846,1,2,44,30,Zealous Bear 852
2,13306,23878,214,125,6514,26618,32655,1,2,30,40,Xenial Dragon 228
4,26912,23789,154,142,46726,8857,33865,3,2,55,40,Energetic Horse 155
3,30615,4777,177,25,9843,20587,40872,4,1,49,50,Xenial Monkey 251
9,10713,9111,305,54,28650,29176,4651,4,1,32,50,Xenial Giraffe 189
6,83171,14290,354,180,12162,2695,18878,2,1,62,50,Inventive Monkey 849
1,11942,29592,379,169,6145,3889,45999,3,1,37,40,Eager Eagle 919
7,48817,49808,65,110,36456,17442,45677,3,2,52,50,Merry Lion 327
8,29617,18700,144,120,23785,27431,46614,4,1,50,56,Quiet Jaguar 430
9,24418,42488,139,109,49747,9953,45147,3,2,52,50,Zealous Panda 98
3,23106,1183,175,172,29379,25621,16376,4,1,45,30,Optimistic Eagle 986
9,67317,38768,397,121,45999,3461,35259,4,1,66,30,Vibrant Dragon 673
7,79586,23344,152,29,33821,18625,13023,2,2,60,40,Optimistic Tiger 526
5,41482,33475,34,10,8636,27294,41715,2,1,41,30,Lively Dragon 173
9,32534,22360,224,41,4264,10938,8440,2,1,32,40,Fancy Koala 980
6,73373,18587,400,89,38954,6184,33659,2,1,72,30,Vibrant Monkey 825
10,27647,44993,183,179,46850,29342,27211,1,2,40,40,Lively Vulture 405
5,87176,30183,300,178,36322,687,28109,4,2,70,21,Lively Artist 422
8,30094,5804,164,113,24871,23577,38160,3,1,53,30,Eager Koala 215
1,6074,3313,299,107,9538,2662,42252,3,1,45,50,Lively Panda 415
5,47564,6366,290,171,23082,24408,7641,2,2,47,40,Rational Quokka 570
9,30691,9832,312,100,14584,15204,3538,4,2,37,40,Energetic Monkey 432
2,47129,10569,375,33,36633,24957,43863,4,2,63,56,Zealous Falcon 637
2,29911,47900,93,113,17013,1486,22778,3,2,33,21,Quiet Artist 117
8,98714,6946,79,87,4729,22739,1917,4,1,57,21,Vibrant Monkey 427
10,97479,35851,47,67,10266,13576,39808,3,2,64,50,Jolly Vulture 129
9,62136,44810,70,135,15476,6529,22781,1,1,45,40,Zealous Artist 57
8,90749,21914,206,1,18327,6075,11063,4,2,61,21,Calm Bear 112
6,31981,38105,450,76,37307,23824,48575,4,2,50,21,Merry Bear 787
6,79001,40718,391,49,16222,20177,29210,2,2,52,56,Delightful Artist 845
10,76740,22905,142,60,44761,19899,34756,1,2,71,50,Xenial Koala 380
5,36176,38339,159,152,47869,16109,19314,3,2,46,50,Vibrant Rabbit 222
9,72426,1232,357,20,29036,16439,33079,3,1,71,21,Lively Bear 149
2,10268,8469,280,7,5307,7529,17433,2,2,33,30,Zealous Lion 834
8,24026,31709,26,125,25315,28404,43070,1,1,42,56,Calm Wolf 68
2,21780,15168,456,73,29296,1758,25877,2,2,48,30,Happy Tiger 365
10,62951,14696,300,130,47803,20791,16646,1,2,63,56,Lively Owl 634
6,20974,19923,130,73,28201,1029,5982,2,2,38,30,Quiet Wolf 227
2,29072,17512,374,18,30363,18849,42409,1,2,53,50,Silly Xerus 598
4,27964,14516,443,153,595,8743,46170,1,2,46,40,Youthful Squirrel 222
1,94392,21796,219,98,47181,29581,6544,1,2,66,50,Kind Vulture 72
3,94852,23493,455,38,14879,4947,39319,4,1,71,21,Silly Falcon 25
8,83333,32313,440,135,30424,21985,6288,4,2,53,30,Rational Narwhal 249
10,45701,29280,230,130,37862,13111,43504,1,1,59,21,Kind Panda 628
5,49517,8533,152,79,26545,7131,27991,4,1,59,50,Energetic Panda 834
10,38083,39388,457,190,1458,26880,1386,4,2,20,30,Happy Giraffe 571
2,46622,48608,407,100,21864,3370,9117,4,2,36,56,Lively Monkey 882
3,15009,15601,17,142,27133,7626,39019,3,1,48,40,Noble Koala 987
4,27827,44172,337,88,28633,27022,8991,2,1,27,50,Witty Monkey 500
7,19325,32141,338,198,33012,21214,12841,3,2,33,50,Unique Falcon 1
9,88210,19117,355,134,45166,28974,24697,4,2,71,40,Proud Monkey 698
6,69307,43027,66,78,41796,3168,11836,3,2,54,50,Noble Eagle 324
7,14200,43375,293,5,15684,21326,14952,2,1,21,30,Brave Artist 873
2,43611,24454,351,119,27025,2386,18448,2,1,49,30,Silly Artist 494
1,33239,39356,494,3,49652,10811,1191,4,1,40,50,Noble Narwhal 194
1,2479,29203,478,39,18646,15571,1049,2,2,19,30,Delightful Cheetah 666
2,74203,8248,277,98,43491,25444,32913,1,2,73,50,Delightful Iguana 70
6,44581,28853,161,168,21253,23391,42782,4,1,50,50,Youthful Panda 694
8,36804,20079,155,73,38443,28627,9358,1,2,43,56,Proud Falcon 786
8,19033,32204,32,101,49818,6412,32916,4,2,50,40,Fancy Jaguar 340
1,49341,41969,386,71,49176,17180,5327,1,1,45,30,Silly Panda 678
5,27892,34808,271,123,45949,8994,46952,2,1,55,40,Proud Jaguar 637
5,51270,15909,139,87,3160,26409,3921,1,1,35,56,Silly Bear 504
4,25789,2662,39,66,9507,17217,4180,4,1,35,21,Silly Iguana 248
9,29972,18056,123,86,45690,4982,18421,3,1,53,50,Inventive Yak 92
8,43091,9528,270,147,3203,4956,37118,4,1,52,30,Lively Koala 231
8,61480,37404,408,90,12957,29268,28480,3,1,43,21,Lively Horse 743
5,84414,949,260,151,7747,4311,33216,1,2,71,21,Energetic Panda 670
3,28587,28793,390,19,47955,7531,12747,3,2,46,30,Happy Artist 922
3,33410,3838,489,197,40506,8165,23938,2,2,59,21,Xenial Xerus 325
3,64823,11265,109,36,11585,27187,20300,2,2,51,50,Delightful Horse 118
5,99490,19750,88,41,9945,17401,40126,4,2,70,50,Happy Falcon 484
2,23846,23824,415,65,48720,7300,35817,1,1,55,50,Inventive Tiger 102
3,22857,2198,490,40,882,29567,45646,3,2,44,56,Rational Artist 159
5,82210,3486,309,84,27071,6637,32182,1,2,75,21,Brave Quokka 157
5,80009,36962,301,103,12386,5579,46309,1,1,62,50,Xenial Xerus 363
3,33572,14737,494,165,29605,27443,37534,3,1,51,56,Jolly Wolf 23
8,2460,26919,366,89,35362,12101,4057,2,1,28,50,Gentle Koala 582
4,43522,24929,306,30,16219,22637,38185,4,1,48,50,Lively Xerus 191
3,54805,23975,100,92,4203,28221,36937,4,2,46,30,Lively Koala 86
2,76255,37081,96,54,33107,14387,38070,4,1,63,50,Optimistic Falcon 586
8,66434,28230,329,15,15512,29261,7414,3,1,42,50,Eager Panda 929
1,67541,25649,364,41,39045,26339,33244,1,2,62,50,Witty Narwhal 981
5,80535,7928,65,24,31041,10243,32345,4,1,74,50,Optimistic Wolf 415
5,77712,9751,28,138,2997,10419,12290,2,1,54,50,Vibrant Koala 920
10,47852,46014,395,165,25298,25341,21078,1,1,38,40,Energetic Rabbit 251
6,11376,12305,384,155,43798,3921,35338,3,1,54,40,Brave Yak 144
5,81619,10829,299,164,41478,15876,41431,1,2,79,56,Merry Zebra 459
10,60576,9696,203,103,24006,730,22182,3,1,61,56,Jolly Cheetah 968
4,4268,25666,148,90,36844,10204,30902,3,2,40,56,Unique Wolf 64
3,79061,39997,403,143,35290,24784,5034,3,2,49,40,Calm Bear 962
2,39941,37022,180,5,33734,16673,18235,3,1,42,56,Fancy Squirrel 447
6,32097,7135,91,168,46325,14937,3903,1,2,50,30,Proud Wolf 802
4,51990,6331,150,138,6236,5750,28009,3,2,54,21,Youthful Cheetah 724
6,67484,36260,83,3,34665,1618,2481,1,2,50,30,Lively Jaguar 167
8,92560,28925,496,73,13760,10495,32689,4,2,64,21,Brave Panda 831
4,3576,2744,412,183,7113,29672,38721,1,2,36,21,Zealous Lion 836
9,31162,38725,494,130,20632,8066,13203,2,1,33,50,Thoughtful Giraffe 585
6,5004,26603,259,76,6007,10489,23440,1,1,26,56,Jolly Artist 366
8,84470,16013,405,181,24889,21397,16052,4,2,61,21,Unique Rabbit 863
9,70650,9791,168,125,21594,26637,7574,4,1,53,50,Gentle Cheetah 597
4,27786,43162,168,109,41032,7576,34496,3,1,46,30,Witty Squirrel 101
10,77169,39338,247,72,23410,16405,39529,4,1,59,50,Jolly Owl 498
6,63705,26521,172,29,40474,27708,12922,2,2,53,21,Optimistic Falcon 330
6,66353,15543,305,20,8186,18086,44337,3,2,60,50,Proud Owl 70
5,75293,8068,62,81,2489,23544,11246,1,1,50,50,Youthful Rabbit 240
4,16937,4507,136,47,36305,2258,42842,4,1,59,30,Thoughtful Yak 260
9,60446,37122,321,23,25432,19291,6029,3,2,42,30,Optimistic Giraffe 959
10,52247,12471,283,86,21112,6208,33331,2,1,59,21,Youthful Eagle 657
9,34707,19235,47,144,35677,4384,21858,3,1,52,50,Youthful Xerus 424
1,73332,5497,149,133,47432,3380,2160,1,2,68,40,Happy Artist 123
5,43990,46469,488,133,36942,4273,47088,4,2,55,50,Xenial Artist 341
3,47537,36614,478,27,32999,23900,10824,1,1,41,21,Noble Narwhal 84
6,21714,44156,121,72,24801,2208,41481,1,1,41,40,Witty Xerus 488
10,74156,2562,270,50,6160,3318,38766,4,2,68,50,Jolly Monkey 57
3,2049,4417,316,165,4054,5608,44777,2,1,41,30,Energetic Koala 881
6,50226,13865,454,110,2447,944,47765,2,1,58,21,Noble Vulture 862
2,54227,905,446,42,16010,7939,10708,3,1,54,50,Merry Wolf 816
10,27491,9293,427,20,17669,18024,32416,3,2,47,30,Silly Bear 472
9,17684,15383,487,185,21324,3908,17151,3,2,40,21,Xenial Yak 673
9,35448,10324,22,74,38490,5066,38248,3,1,62,40,Calm Lion 354
4,11481,31595,176,53,26645,8733,8154,2,2,29,40,Witty Dragon 464
7,72397,19570,22,189,6938,19537,16619,1,2,49,21,Thoughtful Wolf 185
3,58532,11890,171,188,6044,28880,9909,3,1,42,30,Xenial Eagle 419
6,5135,26082,260,136,32401,24421,46216,1,1,41,40,Kind Vulture 455
9,95429,13976,129,24,846,20218,5741,4,1,54,21,Brave Koala 553
3,77404,29668,65,45,36822,13160,14013,2,1,59,50,Noble Panda 175
6,97465,24379,92,60,18698,27073,6069,2,2,56,21,Kind Monkey 673
1,64634,4980,499,31,49978,19228,10996,4,1,66,21,Silly Tiger 237
8,94269,20436,370,196,28899,3929,23904,1,1,72,21,Energetic Wolf 550
1,80512,7076,417,171,43271,15478,14229,3,1,71,30,Gentle Iguana 55
9,31558,15646,457,145,40017,15349,16489,2,1,49,56,Jolly Artist 820
10,75661,27710,274,134,18139,16369,4493,4,2,48,50,Inventive Lion 911
3,13039,30226,479,52,36362,10041,21714,4,1,39,30,Optimistic Xerus 899
5,51129,36459,317,137,46932,832,44493,3,1,65,21,Xenial Eagle 318
2,90968,32972,425,90,14494,29390,45991,3,2,63,50,Lively Jaguar 857
1,52937,22741,400,174,12974,5439,8539,4,2,43,30,Inventive Artist 507
2,94724,38067,113,32,9797,22741,25058,2,2,54,40,Calm Lion 639
10,38795,1896,396,196,44898,29876,37195,1,2,63,50,Quiet Xerus 721
10,52891,47397,444,62,6871,10380,25768,4,2,37,56,Optimistic Rabbit 666
5,57380,12368,130,79,20315,8164,9587,2,1,51,56,Proud Zebra 23
2,96089,34876,426,194,22968,19712,49450,2,2,71,50,Inventive Rabbit 555
9,71060,15224,237,116,24780,10502,35749,2,2,66,50,Energetic Koala 152
9,59887,34670,483,68,44823,3583,47976,2,2,69,21,Eager Monkey 4
10,7505,23667,221,102,14728,12123,35572,1,2,35,21,Unique Zebra 400
3,23083,12980,49,170,42280,3173,31217,1,2,56,21,Optimistic Tiger 666
2,13213,45709,86,26,27828,12546,33204,1,1,33,50,Delightful Eagle 729
7,51605,12066,21,71,43913,7765,36435,2,1,68,56,Fancy Jaguar 77
3,99091,4566,276,27,17011,13255,37614,2,1,78,40,Xenial Giraffe 712
6,83918,3085,473,74,11666,596,14098,1,2,65,56,Quiet Narwhal 274
4,49395,16159,99,59,12720,6148,23292,4,1,50,21,Proud Bear 453
2,51925,7443,439,28,9714,4203,42201,1,1,60,30,Xenial Dragon 710
8,5090,13285,110,148,1903,16976,48436,2,2,37,56,Merry Bear 458
10,83694,49602,478,170,12477,29305,36230,3,2,50,21,Jolly Monkey 688
9,38801,24388,32,25,31564,9647,41175,1,1,56,50,Quiet Zebra 809
2,3738,32149,29,96,28617,3501,47088,4,1,42,40,Optimistic Dragon 774
10,92505,46364,355,177,4095,10846,34293,3,1,54,30,Xenial Horse 700
10,44548,1804,101,149,21556,4132,42225,1,1,64,56,Eager Quokka 835
1,67783,22656,343,0,45991,29686,16786,2,1,59,21,Energetic Tiger 300
3,54465,40573,416,67,10124,14810,7297,2,2,34,56,Jolly Giraffe 881
1,79176,44222,363,54,7483,14722,38097,2,2,52,40,Thoughtful Horse 359
1,96276,42432,342,85,6853,29127,13995,4,1,47,30,Proud Rabbit 354
2,62476,18742,69,105,41781,10579,29329,3,2,66,56,Silly Zebra 43
10,12575,11320,85,94,24820,5306,37704,3,2,48,40,Vibrant Cheetah 715
6,59234,38935,473,129,11806,2027,33498,4,2,49,30,Delightful Yak 644
5,4139,13456,340,129,41978,4421,24583,4,1,46,56,Gentle Monkey 337
6,35139,9548,383,85,32363,13864,8612,2,1,47,21,Silly Eagle 29
5,8325,4505,453,169,48418,26249,31984,1,1,51,40,Kind Iguana 310
10,29285,25572,90,70,17388,12701,21709,2,2,38,21,Zealous Unicorn 342
3,89974,46204,406,139,19016,16257,5214,4,2,47,40,Lively Artist 123
6,21973,15103,21,89,1069,26799,45935,1,1,39,21,Silly Quokka 121
5,78468,38428,416,20,7262,5517,12929,4,1,47,21,Zealous Lion 629
7,40243,5037,396,47,1985,12134,1986,4,2,37,56,Unique Squirrel 201
5,37551,8911,477,71,14365,1051,45900,2,1,58,56,Kind Eagle 733
2,84595,15770,41,90,26696,26502,10267,3,2,59,21,Merry Vulture 623
10,41854,14264,56,167,5564,8654,6572,4,2,38,40,Lively Bear 658
9,98258,27239,153,50,16097,20259,25872,4,2,63,56,Unique Wolf 398
7,20686,3732,485,66,23934,19990,1559,1,1,37,56,Kind Squirrel 927
7,88070,41316,69,141,7004,687,43468,3,1,61,21,Unique Falcon 487
8,27838,23597,293,20,21372,13080,30416,3,2,43,40,Energetic Panda 96
7,55976,29239,239,140,32675,2326,43676,4,2,63,21,Rational Squirrel 197
1,12863,17538,93,139,40709,5229,35857,4,2,51,50,Unique Owl 424
5,5640,5901,34,118,8456,8182,21698,4,1,35,21,Noble Unicorn 330
4,37904,11432,91,3,39894,4112,27869,2,2,60,40,Quiet Wolf 972
8,18749,11034,166,180,34355,24588,29734,4,2,47,56,Lively Horse 455
10,49332,14313,342,136,46080,16464,16818,3,1,58,56,Xenial Xerus 929
10,25056,46651,397,118,7216,23044,17898,3,1,22,30,Eager Iguana 568
3,4848,12651,310,83,12982,9543,38440,3,1,40,21,Proud Koala 345
10,72111,21310,90,83,14117,15890,26777,3,2,56,56,Energetic Yak 673
7,34046,27544,342,116,2132,5294,26693,3,2,37,50,Vibrant Narwhal 154
1,18058,5881,354,142,3070,10278,18944,4,1,36,56,Delightful Quokka 287
3,94849,10417,459,111,42010,26179,23780,2,2,76,50,Zealous Bear 508
7,49367,26641,134,33,35481,28811,28081,1,1,51,56,Optimistic Tiger 536
9,56733,4103,344,106,47074,6686,45280,3,1,78,56,Xenial Vulture 577
8,96260,3750,493,146,13753,26518,17761,4,2,66,40,Happy Owl 276
2,12697,20043,228,66,47602,4850,43214,3,1,55,56,Proud Lion 530
2,19045,24809,383,177,3825,8761,4671,3,2,25,50,Brave Vulture 850
1,71310,8071,67,103,41255,6902,27927,1,1,73,40,Proud Vulture 759
2,56518,40078,339,1,39092,29088,22118,1,1,48,56,Kind Artist 624
5,42112,32170,74,101,21383,19841,39440,3,2,47,40,Vibrant Horse 30
2,12103,42047,374,160,47969,14473,49637,4,1,47,56,Fancy Unicorn 573
1,58812,19570,255,149,21736,21330,4464,3,2,45,30,Unique Koala 300
4,44703,41383,276,20,37852,5792,7416,1,1,42,40,Brave Xerus 75
9,67436,2069,442,168,39166,3623,3436,4,2,65,50,Optimistic Dragon 550
5,30742,1789,317,184,11089,16000,26989,1,1,47,30,Thoughtful Tiger 370
10,40848,4683,212,63,24414,18592,47366,2,1,61,56,Happy Dragon 739
2,31494,23512,226,70,49330,24604,33124,2,1,54,56,Energetic Falcon 895
5,20892,27844,276,33,6837,5516,25284,2,2,34,30,Optimistic Rabbit 729
7,51293,45450,335,91,17699,23593,22550,4,2,37,21,Calm Eagle 286
5,83085,42137,48,98,15664,14641,33398,1,2,56,30,Zealous Falcon 933
3,4409,22763,354,18,3603,21179,35827,1,1,29,50,Proud Giraffe 173
8,49053,29142,233,87,10443,25494,45858,1,2,48,56,Witty Quokka 932
5,75458,18175,42,161,37835,29004,41306,1,2,70,40,Noble Zebra 25
3,63771,26849,205,109,22181,11580,32302,4,1,57,21,Rational Falcon 519
6,99310,4425,490,176,46035,19344,1623,4,1,74,40,Kind Xerus 492
10,6667,26109,79,26,686,1499,3779,3,2,19,30,Thoughtful Owl 158
3,17012,14944,74,175,26605,21642,29803,4,2,42,56,Inventive Cheetah 409
10,32648,12494,213,1,34409,18238,4520,2,2,43,50,Happy Panda 113
7,1616,16974,460,53,37215,3514,11230,3,1,37,30,Brave Unicorn 638
6,52427,18651,373,53,12204,15267,9196,1,2,43,30,Brave Eagle 362
9,64423,31979,70,17,14477,28213,27828,2,2,47,40,Lively Quokka 866
9,42455,41517,362,157,38214,4886,26283,2,2,49,40,Xenial Owl 391
8,42317,9671,277,174,22915,1651,5321,3,1,48,56,Unique Tiger 112
9,87851,11241,392,96,47187,23970,32044,3,1,78,40,Proud Eagle 229
9,61578,30255,441,100,48695,22362,43175,2,2,66,21,Vibrant Rabbit 247
1,27087,36363,267,177,27652,9592,25742,3,2,40,56,Kind Artist 803
2,32645,22801,117,98,4038,25150,23335,1,1,34,50,Merry Panda 830
10,20882,34996,36,38,35400,17895,27761,3,2,40,21,Quiet Cheetah 170
10,27200,22812,489,143,15114,2931,22383,4,1,40,30,Vibrant Zebra 613
8,67346,44721,410,115,11489,3020,8805,2,2,41,40,Inventive Horse 156
9,64139,36744,498,126,43010,16938,26293,4,1,58,50,Noble Owl 752
6,26903,24017,428,91,9025,8946,46055,2,2,45,56,Quiet Rabbit 18
3,54433,18808,65,175,2543,3681,42001,4,1,54,40,Thoughtful Owl 956
9,86203,20331,457,27,30272,9741,5628,1,1,61,21,Xenial Quokka 104
9,27570,40052,75,89,7279,6368,47465,2,1,40,30,Optimistic Jaguar 465
8,3465,15611,185,133,2975,24645,9417,1,1,20,30,Youthful Lion 410
4,28333,7613,209,112,656,17228,15824,3,1,35,40,Jolly Bear 322
7,94132,2349,20,68,23968,10664,27655,2,2,76,56,Xenial Eagle 121
1,3031,11513,66,20,13800,14913,40819,2,1,39,56,Lively Dragon 894
6,13034,42891,457,127,37399,7354,3099,3,1,28,40,Zealous Iguana 702
1,18199,49376,457,195,4775,6733,49680,4,2,33,40,Calm Artist 492
10,70925,9094,433,164,35230,26845,6574,4,2,58,40,Unique Zebra 536
2,97890,34017,81,108,16589,27209,49305,3,1,68,50,Lively Yak 497
9,59243,8934,161,195,17915,3303,11781,4,1,54,40,Eager Falcon 329
4,9761,16387,140,192,3997,21892,15573,4,1,25,50,Merry Dragon 744
7,46342,33018,328,188,19161,28310,16673,3,2,37,21,Proud Eagle 233
10,78524,19860,421,49,32501,16594,23981,2,2,65,40,Quiet Tiger 686
5,18730,32309,468,113,10019,15287,30417,1,2,32,40,Thoughtful Squirrel 807
1,30288,12527,176,77,33360,25220,29248,3,2,50,56,Vibrant Squirrel 218
4,67090,42385,189,80,31830,28785,1615,1,1,41,40,Jolly Tiger 319
4,32466,26992,397,170,8630,615,16428,3,1,37,50,Silly Iguana 609
6,73157,22711,245,4,15898,3007,25770,1,2,59,50,Gentle Dragon 556
7,79720,47443,439,181,33435,25538,3668,3,1,46,40,Vibrant Falcon 280
1,83247,17905,221,29,13701,1945,46302,1,2,72,50,Noble Xerus 918
6,55575,42421,489,21,49011,15429,2009,1,2,46,40,Quiet Narwhal 793
5,38501,3844,272,198,35677,14693,19015,4,2,55,21,Unique Giraffe 329
10,62228,25207,358,95,1264,12013,35911,4,1,50,50,Youthful Rabbit 999
1,19441,44227,194,105,27471,24102,20386,4,2,29,50,Kind Owl 951
3,21252,49260,286,19,5810,7769,5988,3,2,18,50,Vibrant Quokka 72
5,82052,39214,470,131,32491,24736,34057,4,2,61,50,Youthful Koala 177
6,81911,8310,87,29,13137,6782,44117,1,1,73,40,Optimistic Zebra 429
2,41279,32242,489,77,613,2065,8736,3,1,32,40,Youthful Owl 296
1,47273,18833,284,27,10388,9355,2508,1,2,39,21,Youthful Owl 45
8,43546,13623,425,146,9168,13825,37570,1,1,51,40,Brave Panda 314
7,45786,1315,288,191,38127,11093,12946,2,2,58,50,Delightful Monkey 595
4,23551,37727,278,181,2875,2282,37548,2,1,35,21,Eager Tiger 925
9,22611,28494,460,133,3094,22916,46008,4,1,36,30,Merry Panda 855
2,83445,1750,190,55,46102,21428,36263,2,1,82,56,Lively Falcon 567
3,67041,26061,194,103,9561,7266,29975,3,1,54,21,Thoughtful Koala 412
7,97602,34874,441,64,47714,27456,9241,1,2,64,56,Witty Lion 925
1,16862,33848,416,125,23973,20267,42044,2,2,39,50,Xenial Wolf 963
6,92421,29872,172,178,17053,17223,34084,2,2,64,30,Delightful Quokka 675
5,76792,5523,146,150,45519,7062,13425,3,2,72,56,Noble Wolf 938
1,53230,11134,70,30,3248,22318,45897,3,1,54,21,Delightful Cheetah 965
6,65672,44887,284,9,30547,19088,49328,2,2,59,40,Unique Yak 367
9,83925,2377,256,100,38924,19245,1161,2,1,66,56,Optimistic Falcon 274
7,53235,40580,264,116,19715,21255,23028,1,1,41,40,Energetic Rabbit 874
3,65091,16372,408,162,29922,28443,14665,1,1,54,56,Zealous Giraffe 356
3,97700,17002,388,101,49608,27890,36681,1,2,81,50,Inventive Tiger 528
4,72309,27038,290,186,42792,10036,7479,1,2,59,40,Silly Xerus 582
7,8769,28922,62,66,46425,8015,28407,2,1,44,30,Brave Dragon 308
3,71964,20507,212,41,45467,15593,32463,2,2,70,21,Happy Horse 490
3,97414,29822,284,96,21773,14334,38503,4,1,70,30,Optimistic Bear 223
8,39682,49659,257,88,40297,19232,12221,4,2,37,56,Happy Jaguar 619
9,5299,18126,453,149,48257,5162,24126,2,1,47,56,Thoughtful Zebra 879
7,73005,27273,422,58,26673,25232,3626,4,2,48,30,Merry Cheetah 7
1,31605,21729,61,31,46484,2366,23011,3,1,54,56,Vibrant Lion 160
9,91875,35615,492,127,543,1748,42858,1,2,62,50,Noble Iguana 709
1,19071,14459,197,109,14080,6193,44647,1,2,48,21,Silly Dragon 15
9,38290,39693,441,2,30860,14632,8253,2,1,36,50,Noble Owl 975
1,3344,39089,211,91,18134,14658,46707,2,2,33,40,Noble Falcon 621
10,44432,44091,152,74,14639,27594,9085,4,2,28,21,Energetic Squirrel 703
10,19810,23357,357,11,44875,25088,30028,4,2,46,21,Optimistic Squirrel 919
5,60112,5018,240,114,2358,17850,43266,3,1,59,56,Proud Giraffe 677
8,74872,35388,359,182,17519,8432,35536,4,2,58,40,Kind Cheetah 908
8,28704,49849,90,78,16277,8700,14471,1,1,27,30,Unique Falcon 86
8,14239,42825,349,164,15034,20753,6579,1,1,18,40,Gentle Bear 190
1,12855,9792,386,89,23360,27884,19888,4,1,37,30,Delightful Vulture 877
4,26219,19775,151,29,24112,27057,30281,4,2,42,40,Quiet Rabbit 880
3,83014,46670,440,177,33144,15193,46584,4,1,65,40,Calm Dragon 269
5,43874,16972,403,37,33295,23215,14976,2,2,48,30,Xenial Owl 26
6,20103,20079,337,43,13127,5281,10735,4,2,33,50,Fancy Horse 288
6,29080,42279,87,69,23286,7577,30123,3,1,39,56,Quiet Giraffe 705
3,35643,7947,494,13,7514,14899,33266,4,1,48,56,Happy Horse 707
5,21192,15662,416,13,21707,19503,42311,1,2,47,56,Fancy Jaguar 366
9,54413,5181,257,151,34371,20569,18537,4,2,59,30,Zealous Jaguar 444
1,57378,17898,483,37,35328,10643,2381,3,2,52,56,Gentle Vulture 954
1,78179,985,170,150,44606,8100,49067,3,1,87,21,Quiet Vulture 210
2,69856,24851,438,183,2128,9124,38488,4,1,55,40,Optimistic Lion 539
5,25335,48888,197,43,21737,24933,5150,1,1,21,30,Witty Zebra 972
10,16593,47608,300,164,49234,16178,19957,2,2,36,30,Thoughtful Unicorn 51
2,90484,23718,50,181,26750,5780,46473,4,2,76,21,Kind Narwhal 915
4,82738,35646,125,101,24551,12052,48973,4,1,68,40,Merry Eagle 653
9,1737,21007,145,188,25146,12764,36721,1,1,38,56,Optimistic Narwhal 807
9,3319,36448,441,6,22527,13177,34228,1,2,31,30,Optimistic Wolf 139
4,49394,5912,422,126,4455,19543,14765,3,1,44,30,Fancy Panda 452
6,83996,10767,472,99,15877,24966,11864,3,2,58,30,Optimistic Narwhal 119
